年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢,年代
H24,1,16～17,缶詰製造工場内の殺菌工程にて、缶詰搬送用コンベアのクッションゴムの位置がずれていた為、位置の修正を行う際、コンベアを止めずに行ったところ、手親指がコンベアの隙間に巻き込まれた。,製造業,食料品製造業,農業保存食料品製造業,100～299人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,47,40代
H24,1,15～16,ラミネート加工作業場にて、ラミネート加工の作業中、紙の送りがスムーズに流れず詰まりかけた為、思わず手で紙を押したところ、回転していたローラーに手を巻き込まれ、負傷した。,製造業,印刷・製本業,印刷業,50～99人,動力機械,一般動力機械,印刷用機械,はさまれ、巻き込まれ,28,20代
H24,1,15～16,コンクリート二次製品製造現場にて、型枠の清掃及び組立作業中、足元が滑り、型枠本体で手側面を切傷し、型枠のスライドアームで腹部を打撲した。,製造業,窯業土石製品製造業,セメント・同製品製造業,30～49人,物質、材料,材料,金属材料,激突,19,10代以下
H24,1,13～14,工場内「Ｕ４、エアーヒーター」内部にて３名による不定型耐火物の補修作業中、Ｕ４エアーヒーター内に滞留していた一酸化炭素による中毒症状で内２名が突然意識を失い、倒れた。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物質、材料,危険物、有害物等,有害物,有害物等との接触,71,60代以上
H24,1,13～14,工場内「Ｕ４、エアーヒーター」内部にて３名による不定型耐火物の補修作業中、Ｕ４エアーヒーター内に滞留していた一酸化炭素による中毒症状で内２名が突然意識を失い、倒れた。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物質、材料,危険物、有害物等,有害物,有害物等との接触,58,50代
H24,1,15～16,プラズマ加工機にて切断加工終了後、廃材（５ｋｇ程度）を持ち、据え付けた階段を降りる際、足が滑り、腰を強打した。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,転倒,39,30代
H24,1,9～10,ロープガード取付作業中、単独でチェーンブロックを使い、ロープガードを取付けるべくチェーンブロックの引きチェーンを引こうとし、足を踏み出した際、足場がたわみ、体が左に傾き、体重が片足にかかり、足首をねじり、第５指中足骨を骨折した。,製造業,輸送用機械等製造業,造船業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,動作の反動、無理な動作,37,30代
H24,1,9～10,プレス機械で鉄板の折曲げ作業中、金型に中指・くすり指をはさまれ、負傷した。手でスイッチを押すべき作業を足で作業を行った。,製造業,金属製品製造業,金属プレス製品製造業,10～29人,動力機械,金属加工用機械,プレス機械,はさまれ、巻き込まれ,38,30代
H24,1,9～10,休憩終了後、ブロイラー肉加工工場へ入場しようとした際、長靴にはきかえ、立ち上がったところ、足が滑り、転倒。肩、腕を打撲し、肩腱板を損傷した。,製造業,食料品製造業,肉製品、乳製品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,63,60代以上
H24,1,10～11,外業部仕分定盤で、Ｔ．ＢＨＤ中組ブロックの補強材アングルをガス流しで外していた際、片方は着地していたアングルが、しゃがんで作業中、膝の上に急に落下し、膝と足首を受傷した。,製造業,輸送用機械等製造業,造船業,100～299人,物質、材料,材料,金属材料,飛来、落下,29,20代
H24,1,10～11,工場にて、冷凍食品の箱を台車の上に１０段重ねて置き、１番上の箱を開けていた際、すぐ下の箱がずれ、足の親指の上に落ち、負傷した。,製造業,食料品製造業,肉製品、乳製品製造業,50～99人,物質、材料,材料,その他の材料,飛来、落下,34,30代
H24,1,16～17,穴スリ加工終了後、次の工程に入ろうと材料確認中身体がよろけ、重ねていたＨ型鋼に当たり、崩れてきたレールに足をひっ掛け、転倒した。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物質、材料,材料,金属材料,崩壊、倒壊,34,30代
H24,1,17～18,工場内にて、プラスチック・ロール品を２人でロールフィーダーに掛ける作業中、通常２人で行うが、別の作業員が手伝おうとロール品の下に入り、持ち上げたところ、２人がバランスを崩した。その際、下の作業員への落下を防ごうと無理をして鉄枠へロール品を置こうとしたが、ロールフィーダー２段目の枠とパイプの間に手小指を挟み、負傷した。,製造業,化学工業,無機・有機化学工業製品製造業,1～9人,その他の装置等,その他の装置、設備,その他の装置、設備,はさまれ、巻き込まれ,28,20代
H24,1,9～10,具材の人参を裁断中、職員が一人ということもあり、時間にも余裕がなかったため、裁断機につまった人参を機械を止めずに取り除こうとし、示指、中指、環指を切創、手指爪を損傷した。,製造業,食料品製造業,その他の食料品製造業,1～9人,動力機械,一般動力機械,食品加工用機械,切れ、こすれ,46,40代
H24,1,13～14,織布工場にて、織機の調整作業を行っていた際、工具として使用していた６角レンチを織機に差し込んだまま、織機のスイッチを押してた。そのため、抜き忘れた６角レンチが機械に合わせて動き始め、それを抜こうと咄嗟に手を出した。結果、６角レンチと電気ＢＯＸ間に手環指が挟まれ、第１関節を挫減した。,製造業,繊維工業,織物業,50～99人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,34,30代
H24,1,15～16,工場内で材料をカットしたところ、誤って足に落とし、親指を負傷した。,製造業,家具・装備品製造業,木製家具製造業,100～299人,物質、材料,材料,木材、竹材,飛来、落下,45,40代
H24,1,8～9,幅広仕組検査ライン横資材置場にて、社員運転のフォークリフトが副資材２パレットをかかえ、バック走行で所定の置場まで搬送中、被災者が社員のタイムカードを回収のため、資材置場にできた空間を２号幅広仕組検査ラインの検査側から右手方向のラインを見ながら左折した。その際フォークリフト後部が身体に接触し、転倒。後頭部を打撲、右後輪で足を轢かれた。,製造業,木材・木製品製造業,合板製造業,50～99人,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,62,60代以上
H24,1,8～9,送迎用マイクロバス降車場所（場内）においてバスから降りようとした際、前の座席のシートベルトの端が後方床まで伸びており、そのベルトに足を引っかけた。そのまま路面に転げ落ち、足を強打し脛骨近位端骨折となった。,製造業,食料品製造業,農業保存食料品製造業,50～99人,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,墜落、転落,70,60代以上
